name,ingredients,diet,prep_time,cook_time,total_time,difficulty,flavor_profile,course,state,region,img_url,instructions
Gulab jamun,"Milk powder, plain flour, baking powder, ghee, milk, sugar, water, rose water",vegetarian,15,40,55,Hard,sweet,dessert,West Bengal,East,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS2vUnd--NgSJmc_qL1AbfbqxkzxefvLpX9n7b8_vV7AmrSihT5qo1Vkgyu85VwcDGWSBE&usqp=CAU,"In a large mixing bowl, combine 1 cup of milk powder, 1/2 cup of plain flour, and 1/4 teaspoon of baking powder.
Add 1/4 cup of ghee to the dry ingredients and mix until the mixture resembles coarse crumbs.
Gradually add 1/2 cup of lukewarm milk to the mixture and knead until a smooth dough forms.
Cover the dough with a damp cloth and let it rest for 30 minutes.
Divide the dough into small balls, about the size of a small lemon.
Heat enough oil in a deep frying pan to deep-fry the dumplings, and when the oil is hot, add the dumplings and fry until they are golden brown.
Remove the fried dumplings from the oil with a slotted spoon and drain on paper towels.
In a large saucepan, combine 1 cup of sugar, 1 cup of water, and 1 tablespoon of rose water, and bring to a boil over high heat.
Reduce the heat to medium and simmer the syrup for 5 minutes or until it thickens slightly.
Add the fried dumplings to the syrup and simmer for another 5 minutes or until they are fully coated with the syrup.
Remove the saucepan from the heat and let the gulab jamun cool to room temperature.
Serve the gulab jamun warm or at room temperature, garnished with chopped pistachios or almonds if desired."
Halvasan,"Whole wheat rava, chia seed, lemon, edible gum, litre milk",vegetarian,15,30,45,Hard,sweet,dessert,Gujarat,West,https://rameshsweets.in/wp-content/uploads/2020/12/Halwasan-570x718.jpg,"Rinse the whole wheat rava in a fine mesh sieve until the water runs clear, then drain and set aside.
In a large saucepan, combine 1 litre of milk and bring to a boil over high heat, stirring occasionally.
Reduce the heat to medium-low and simmer the milk for 10-12 minutes, or until it thickens and reduces slightly.
Add the rinsed whole wheat rava to the saucepan and cook for an additional 5-7 minutes, stirring constantly, until the mixture thickens and the rava is fully cooked.
Remove the saucepan from the heat and stir in 1 tablespoon of chia seeds, allowing them to absorb the mixture for 2-3 minutes.
Add 1/4 teaspoon of edible gum to the mixture and stir well to combine.
Squeeze the juice of 1 lemon into the mixture and stir until fully incorporated.
Allow the halvasan to cool to room temperature, then refrigerate for at least 2 hours or until chilled.
Once chilled, scoop the halvasan into individual serving cups or a large serving dish and serve."
Hando Guri,"Jaggery, raisins",vegetarian,5,10,15,Easy,sweet,dessert,Assam,North East,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/shaheen_ali/Sandah_Guri__Assamese_Roasted_Rice_Flour_Porridge_.jpg,"Grate 1 cup of jaggery into a large mixing bowl.
Add 1/2 cup of raisins to the bowl and mix well until the raisins are evenly coated with the grated jaggery.
Knead the mixture with your hands for about 5 minutes until it forms a smooth and sticky dough.
Cover the dough with a damp cloth and let it rest for 30 minutes.
Divide the dough into small portions, about the size of a small lemon.
Shape each portion into a round ball and flatten it slightly into a disk shape.
Serve the Hando Guri immediately, or store them in an airtight container for up to 2 days."
Handwo,"Bottle gourd, chana dal, cabbage, urad dal, toor dal",vegetarian,20,30,50,Hard,spicy,snack,Gujarat,West,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/Gujarati_Tawa_Handvo_Recipe_With_Sweet_Corn-4.jpg,"Peel and grate the bottle gourd and set it aside.
Heat oil in a pan over medium heat and sauté the chopped cabbage until it's translucent.
Add the chana dal, urad dal, and toor dal to the pan and roast them until they're lightly browned.
Add 2 cups of water to the pan and bring the mixture to a boil.
Reduce the heat to low and let the mixture simmer for 10-12 minutes or until the dals are cooked.
Add the grated bottle gourd to the pan and stir well to combine.
Cook for an additional 5-7 minutes or until the bottle gourd is cooked through and the mixture has thickened.
Remove the pan from the heat and let it cool slightly.
Using your hands, shape the mixture into small, round patties, about 1-2 inches in diameter.
Serve the handwo warm or at room temperature."
Haq Maas,"Lamb, garam masala powder, curd, turmeric, bay leaf",non vegetarian,20,40,60,Hard,spicy,main course,Assam,North East,https://alchetron.com/cdn/laal-maans-a3c09daf-077e-4e60-ae1d-bdfef11e2ad-resize-750.jpeg,"In a large bowl, mix together 1 cup of curd, 1 teaspoon of garam masala powder, and 1/2 teaspoon of turmeric powder.
Add 500 grams of lamb pieces to the bowl and mix well to coat the lamb evenly with the curd mixture.
Cover the bowl with a lid and refrigerate for at least 2 hours or overnight to marinate the lamb.
Remove the lamb from the refrigerator and let it sit at room temperature for 30 minutes.
Heat 2 tablespoons of oil in a large pan over medium heat and add 2 bay leaves to the pan.
Once the bay leaves start to sizzle, add the marinated lamb pieces to the pan and sauté until they are browned on all sides.
Add 1 cup of water to the pan, cover with a lid, and bring to a boil.
Reduce the heat to low and simmer for 1 1/2 hours, or until the lamb is tender and the gravy has thickened.
Serve the Haq Maas hot, garnished with additional bay leaves if desired."
Idiappam,"Rice flour, hot water, grated coconut",vegetarian,120,30,150,Hard,spicy,snack,Tamil Nadu,South,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/umar/Chettinad_Idiappam_Mee_Recipe__1600.jpg,"In a large mixing bowl, combine 2 cups of rice flour and a pinch of salt.
Gradually add in 1 cup of hot water to the rice flour mixture and mix well until a smooth dough forms.
Knead the dough for 5-7 minutes until it becomes pliable and soft.
Cover the dough with a damp cloth and let it rest for 30 minutes.
Divide the dough into 4-6 equal portions, depending on how thick you want your idiappam to be.
Shape each portion into a long rope-like shape.
Hold one end of the rope and start to press it through a idiappam maker or a metal sieve with large holes to create the idiappam strings.
Collect the idiappam strings on a plate or a clean cloth.
Sprinkle a few grated coconut flakes over the idiappam strings and gently mix well.
Repeat the process with the remaining dough portions and serve the idiappam hot with your favorite curry or stew."
Idli,"Split urad dal, urad dal, idli rice, thick poha, rock salt",vegetarian,360,90,450,Hard,spicy,snack,Tamil Nadu,South,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2019/Classic_Homemade_Soft_Idli_Recipe_Video_3_1600.jpg,"Rinse the idli rice and soak it in water for at least 4 hours or overnight.
Drain the water from the soaked idli rice and grind it into a smooth paste using a grinder or blender.
Rinse the split urad dal and soak it in water for at least 4 hours or overnight.
Drain the water from the soaked split urad dal and grind it into a smooth paste using a grinder or blender.
Add the urad dal to the grinder or blender and grind it into a smooth paste along with the split urad dal.
Add the thick poha to the grinder or blender and grind it into a smooth paste along with the urad dal mixture.
Add rock salt to the grinder or blender and grind it into a smooth paste along with the urad dal mixture.
Mix the ground idli rice paste with the urad dal mixture and mix well until it forms a smooth and thick batter.
Transfer the batter to a large vessel or container and let it ferment in a warm place for 12-15 hours or overnight.
Once the batter has fermented, mix it well and scoop out the required amount into idli molds or small cups.
Steam the idlis in a steamer or pressure cooker for 10-12 minutes or until they are cooked and soft.
Remove the idlis from the molds or cups and serve hot with chutney or sambar."
Imarti,"Sugar syrup, lentil flour",vegetarian,10,50,60,Hard,sweet,dessert,West Bengal,East,https://www.crazymasalafood.com/wp-content/images/imarti-1.jpg,"In a large mixing bowl, combine 1 cup of lentil flour and a pinch of salt, mixing well to combine.
Gradually add 1/2 cup of lukewarm water to the flour mixture, kneading until a smooth dough forms.
Cover the dough with a damp cloth and let it rest for 30 minutes.
Divide the dough into small portions, about the size of a small lemon.
Roll out each portion into a thin circle, about 3-4 inches in diameter.
Heat a non-stick pan or griddle over medium heat and cook the rolled-out dough circles for 30 seconds on each side.
Remove the cooked circles from the pan and immediately soak them in the sugar syrup for about 30 seconds on each side.
Remove the imarti from the syrup and place them on a wire rack to drain excess syrup.
Serve the imarti warm or at room temperature, garnished with chopped nuts or dried fruit if desired."
Jalebi,"Maida, corn flour, baking soda, vinegar, curd, water, turmeric, saffron, cardamom",vegetarian,10,50,60,Hard,sweet,dessert,Uttar Pradesh,North,https://crazymasalafood.com/wp-content/images/2023/05/jalebi-1.jpg.webp,"In a large mixing bowl, combine 1 cup of maida, 1 tablespoon of corn flour, and 1/2 teaspoon of baking soda.
Add 1/4 teaspoon of turmeric powder, a few strands of saffron, and 1/4 teaspoon of cardamom powder to the dry ingredients and mix well.
Gradually add 1/2 cup of curd to the dry ingredients and mix until a smooth batter forms.
Add 1/2 cup of water to the batter and mix until it reaches a thick but pourable consistency.
Cover the bowl with a damp cloth and let the batter ferment in a warm place for 24 hours.
After fermentation, add 1/2 teaspoon of vinegar to the batter and mix well.
Heat enough oil in a deep frying pan over medium heat for deep-frying.
Using a piping bag or a plastic bottle with a small hole, pour the fermented batter into the hot oil in circular motions.
Fry the jalebis until they are golden brown, then drain them on paper towels.
Soak the fried jalebis in a sugar syrup of your choice for at least 30 minutes before serving."
Jeera Aloo,"Green chilies, lemon juice, chili powder, boiled potatoes",vegetarian,10,30,40,Medium,spicy,main course,Gujarat,West,https://www.vegrecipesofindia.com/wp-content/uploads/2020/12/jeera-aloo-1152x1536.jpg,"Heat oil in a pan over medium heat and sauté the green chilies until they start to change color.
Add the boiled potatoes to the pan and stir well to combine with the green chilies.
Sprinkle chili powder over the potatoes and stir well to coat evenly.
Squeeze lemon juice over the potatoes and stir well to combine.
Cook for an additional 2-3 minutes, stirring frequently, until the flavors have melded together and the potatoes are well coated.
Serve hot, garnished with additional green chilies if desired."
Kaara kozhambu,"Sesame oil, drumstick, tamarind paste, sambar powder, tomato",vegetarian,10,20,30,Medium,spicy,main course,Tamil Nadu,South,https://www.subbuskitchen.com/wp-content/uploads/2019/05/Hotel-Style-Kara-Kuzhambu_web3-1300x867.jpg,"Heat 2 tablespoons of sesame oil in a large pan over medium heat.
Add 2-3 drumsticks, cut into 1-inch pieces, to the pan and sauté until they start to brown.
Add 1 medium-sized tomato, diced, to the pan and sauté until it becomes soft and mushy.
Add 1 teaspoon of sambar powder to the pan and sauté for 1 minute, until the powder is fragrant.
Add 2 tablespoons of tamarind paste to the pan and sauté for 1 minute, until the paste is well combined with the spices.
Add 1 cup of water to the pan and bring the mixture to a boil.
Reduce the heat to low and let the kozhambu simmer for 10-15 minutes, or until the drumsticks are cooked through and the sauce has thickened.
Season the kozhambu with salt to taste, then remove from heat and serve hot."
Kabiraji,"Fish fillet, besan, lemon, mint, ginger",non vegetarian,15,15,30,Medium,spicy,main course,West Bengal,East,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/A_fish_kabiraji.jpg/330px-A_fish_kabiraji.jpg,"Cut the fish fillet into small pieces and wash them thoroughly under cold water, then pat them dry with a paper towel.
In a bowl, mix together 1/2 cup of besan, 1 tablespoon of lemon juice, 1 tablespoon of chopped mint, and 1 tablespoon of grated ginger to make a thick paste.
Add a pinch of salt to the besan mixture and mix well.
Dip each piece of fish into the besan mixture, coating it evenly on all sides, and place them on a plate or tray.
Heat about 2-3 inches of oil in a deep frying pan over medium-high heat until it reaches 350°F.
When the oil is hot, carefully slide in 3-4 pieces of the coated fish into the oil, do not overcrowd the pan.
Fry the fish for about 3-4 minutes on each side, or until they are golden brown and crispy.
Remove the fried fish from the oil with a slotted spoon and place them on a paper towel-lined plate to drain excess oil.
Serve the Kabiraji hot and enjoy!"
